,EVID,I,StdI,Io,Io_std,Io_ini,Depi,Ndata,Mag,StdM,Depth,Hmin,Hmax,Hmin_ini,Hmax_ini,StdIo_inv,RegID,Poids_int,eqStd,Poids_int_norm,Poids_evt,Poids,Poids_evt_norm,poids_grp,Hypo,gamma,beta,intercept,X,C2,C1
0,1779,4.0,1.1399734738004839,5.49999999945,0.5,4.5,23.46675571431542,23,4.38,0.25,10.00000002896212,5.0,11.0,5.0,11.0,0.6918167537542781,-99,0.7695033385783832,13.197878301452267,0.16074955989448078,16.0,0.00574105571051717,0.14285714285714285,0.02296422284206868,25.91695629758933,0,-2.95,1,8.170072789370884,1.3038858392947095,3.1293516028093857
1,1779,4.5,0.5020458146424487,5.49999999945,0.5,4.5,33.81778062466932,2,4.38,0.25,10.00000002896212,5.0,11.0,5.0,11.0,0.6918167537542781,-99,3.9674667724657815,5.8123629327222055,0.8288054198024588,16.0,0.029600193564373527,0.14285714285714285,0.11840077425749411,35.56180937964292,0,-2.95,1,9.075402356614553,1.3038858392947095,3.1293516028093857
2,1779,4.5,4.47213595499958,5.49999999945,0.5,,0.0,0,4.38,0.25,10.00000002896212,5.0,11.0,5.0,11.0,0.6918167537542781,-99,0.04999999999999999,51.77550832376958,0.010445020303060482,16.0,0.0003730364393950172,0.14285714285714285,0.0014921457575800688,10.9999999989,0,-2.95,1,7.572108421088648,1.3038858392947095,3.1293516028093857
3,2019111102,3.0,0.8038380541113114,8.49999999915,0.25,8.0,70.716169089548,40,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21091169289054576,-99,1.5476148056645371,17.432366743536257,0.052651078849226464,16.0,0.003290692428076654,0.25,0.013162769712306616,70.72717045358537,0,-2.95,1,8.456279537294357,1.3038858392947095,3.1293516028093857
4,2019111102,3.5,0.8566845868148714,8.49999999915,0.25,8.0,34.212348005723236,7,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21091169289054576,-99,1.3625677117772377,18.578418655984247,0.04635563046283237,16.0,0.0028972269039270232,0.25,0.011588907615708093,34.235081798262016,0,-2.95,1,8.02669054111419,1.3038858392947095,3.1293516028093857
5,2019111102,4.0,0.6134754214315937,8.49999999915,0.25,8.0,33.22867589874303,22,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21091169289054576,-99,2.6570863279225647,13.304083428053417,0.09039617690952559,16.0,0.005649761056845349,0.25,0.022599044227381397,33.25208221529416,0,-2.95,1,8.489365594573197,1.3038858392947095,3.1293516028093857
6,2019111102,4.5,0.5686414115323567,8.49999999915,0.25,8.0,27.02877421264227,31,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21091169289054576,-99,3.0925948736740576,12.331794421394113,0.10521252184105899,16.0,0.006575782615066187,0.25,0.026303130460264747,27.057544328836865,0,-2.95,1,8.725250716963025,1.3038858392947095,3.1293516028093857
7,2019111102,5.0,0.42474077658796816,8.49999999915,0.25,8.0,21.57007465412782,24,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21091169289054576,-99,5.543091996454143,9.211105334645625,0.18858037071343767,16.0,0.011786273169589854,0.25,0.04714509267835942,21.60611464964545,0,-2.95,1,8.937001195027035,1.3038858392947095,3.1293516028093857
8,2019111102,5.5,0.6254055840495436,8.49999999915,0.25,8.0,14.389841453926397,12,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21091169289054576,-99,2.5566806868406147,13.56280590206723,0.08698029764411438,16.0,0.005436268602757149,0.25,0.021745074411028596,14.443808595315677,0,-2.95,1,8.921061087755199,1.3038858392947095,3.1293516028093857
9,2019111102,6.0,0.6183347651264919,8.49999999915,0.25,8.0,11.335872600020203,27,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21091169289054576,-99,2.615487629387366,13.40946517875444,0.08898095630774189,16.0,0.005561309769233868,0.25,0.022245239076935472,11.404300823499229,0,-2.95,1,9.11835256069039,1.3038858392947095,3.1293516028093857
