,EVID,I,StdI,Io,Io_std,Io_ini,Depi,Ndata,Mag,StdM,Depth,Hmin,Hmax,Hmin_ini,Hmax_ini,StdIo_inv,RegID,Poids_int,eqStd,Poids_int_norm,Poids_evt,Poids,Poids_evt_norm,poids_grp,Hypo,gamma,beta,intercept,X,C2,C1
0,1779,4.0,1.1399734738004839,5.49999999945,0.5,4.5,23.46675571431542,23,4.38,0.25,10.000000165554985,5.0,11.0,5.0,11.0,0.7232509759981548,-99,0.7695033385783832,13.197878301452267,0.16074955989448078,16.0,0.00574105571051717,0.14285714285714285,0.02296422284206868,25.91695629758933,0,-3.05,1,8.311431189010575,1.3181397353770623,3.21490833582052
1,1779,4.5,0.5020458146424487,5.49999999945,0.5,4.5,33.81778062466932,2,4.38,0.25,10.000000165554985,5.0,11.0,5.0,11.0,0.7232509759981548,-99,3.9674667724657815,5.8123629327222055,0.8288054198024588,16.0,0.029600193564373527,0.14285714285714285,0.11840077425749411,35.56180937964292,0,-3.05,1,9.230500741584537,1.3181397353770623,3.21490833582052
2,1779,4.5,4.47213595499958,5.49999999945,0.5,,0.0,0,4.38,0.25,10.000000165554985,5.0,11.0,5.0,11.0,0.7232509759981548,-99,0.04999999999999999,51.77550832376958,0.010445020303060482,16.0,0.0003730364393950172,0.14285714285714285,0.0014921457575800688,10.9999999989,0,-3.05,1,7.676247689600126,1.3181397353770623,3.21490833582052
3,2019111102,3.0,0.8038380541113114,8.49999999915,0.25,8.0,70.716169089548,40,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,1.5476148056645371,17.432366743536257,0.052651078849226464,16.0,0.003290692428076654,0.25,0.013162769712306616,70.72909004526235,0,-3.05,1,8.641274115837543,1.3181397353770623,3.21490833582052
4,2019111102,3.5,0.8566845868148714,8.49999999915,0.25,8.0,34.212348005723236,7,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,1.3625677117772377,18.578418655984247,0.04635563046283237,16.0,0.0028972269039270232,0.25,0.011588907615708093,34.239047358155275,0,-3.05,1,8.180291101691815,1.3181397353770623,3.21490833582052
5,2019111102,4.0,0.6134754214315937,8.49999999915,0.25,8.0,33.22867589874303,22,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,2.6570863279225647,13.304083428053417,0.09039617690952559,16.0,0.005649761056845349,0.25,0.022599044227381397,33.25616499106581,0,-3.05,1,8.64171010670523,1.3181397353770623,3.21490833582052
6,2019111102,4.5,0.5686414115323567,8.49999999915,0.25,8.0,27.02877421264227,31,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,3.0925948736740576,12.331794421394113,0.10521252184105899,16.0,0.006575782615066187,0.25,0.026303130460264747,27.062561655676294,0,-3.05,1,8.868725154565755,1.3181397353770623,3.21490833582052
7,2019111102,5.0,0.42474077658796816,8.49999999915,0.25,8.0,21.57007465412782,24,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,5.543091996454143,9.211105334645625,0.18858037071343767,16.0,0.011786273169589854,0.25,0.04714509267835942,21.61239756514609,0,-3.05,1,9.070843991064418,1.3181397353770623,3.21490833582052
8,2019111102,5.5,0.6254055840495436,8.49999999915,0.25,8.0,14.389841453926397,12,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,2.5566806868406147,13.56280590206723,0.08698029764411438,16.0,0.005436268602757149,0.25,0.021745074411028596,14.45320535377616,0,-3.05,1,9.037890728435425,1.3181397353770623,3.21490833582052
9,2019111102,6.0,0.6183347651264919,8.49999999915,0.25,8.0,11.335872600020203,27,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,2.615487629387366,13.40946517875444,0.08898095630774189,16.0,0.005561309769233868,0.25,0.022245239076935472,11.416199697498902,0,-3.05,1,9.225440749017814,1.3181397353770623,3.21490833582052
10,2019111102,7.0,0.4099186911246343,8.49999999915,0.25,8.0,3.3559606236040938,3,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,5.95120015869867,8.889667417668017,0.2024645329421151,16.0,0.012654033308882194,0.25,0.05061613323552878,3.6180215085687966,0,-3.05,1,8.703336990248756,1.3181397353770623,3.21490833582052
11,2019111102,8.0,0.5020458146424487,8.49999999915,0.25,8.0,2.194709882092368,2,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,3.9674667724657815,10.887574578165815,0.13497635529474344,16.0,0.008436022205921465,0.25,0.03374408882368586,2.577665493394973,0,-3.05,1,9.254241001233082,1.3181397353770623,3.21490833582052
12,2019111102,8.0,3.1622776601683795,8.49999999915,0.25,,0.0,0,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.21154704098001145,-99,0.09999999999999998,68.57847004754187,0.003402079035204007,16.0,0.00021262993970025043,0.25,0.0008505197588010017,1.3518905019583696,0,-3.05,1,8.399371626276373,1.3181397353770623,3.21490833582052
13,250038,3.0,0.598114624831142,5.67328661177837,0.25,5.5,131.123216947621,1151,4.49,0.25,10.283099552937943,10.0,18.0,10.0,18.0,0.31916648171721856,-99,2.7953175846931253,10.994765840595775,0.23162533603945007,16.0,0.008272333429980358,0.14285714285714285,0.033089333719921434,132.2545010940826,0,-3.05,1,9.470301907741351,1.3181397353770623,3.21490833582052
14,250038,3.5,0.755218682684444,5.67328661177837,0.25,5.5,94.84270999929758,586,4.49,0.25,10.283099552937943,10.0,18.0,10.0,18.0,0.31916648171721856,-99,1.753293205925749,13.882711155746899,0.14528121248978568,16.0,0.005188614731778059,0.14285714285714285,0.020754458927112238,96.40069852943327,0,-3.05,1,9.551444551613763,1.3181397353770623,3.21490833582052
15,250038,4.0,0.7965163078390692,5.67328661177837,0.25,5.5,53.21078927609957,602,4.49,0.25,10.283099552937943,10.0,18.0,10.0,18.0,0.31916648171721856,-99,1.5761975789545648,14.641859485343403,0.13060673173205778,16.0,0.004664526133287778,0.14285714285714285,0.018658104533151112,55.940532106311686,0,-3.05,1,9.330566108845312,1.3181397353770623,3.21490833582052
16,250038,4.5,0.7310241846485876,5.67328661177837,0.25,5.5,24.38798197532025,115,4.49,0.25,10.283099552937943,10.0,18.0,10.0,18.0,0.31916648171721856,-99,1.8712702360658588,13.437958880027013,0.15505701378004916,16.0,0.0055377504921446125,0.14285714285714285,0.02215100196857845,29.87856592576627,0,-3.05,1,8.999847234197986,1.3181397353770623,3.21490833582052
