,EVID,I,StdI,Io,Io_std,Io_ini,Depi,Ndata,Mag,StdM,Depth,Hmin,Hmax,Hmin_ini,Hmax_ini,StdIo_inv,RegID,Poids_int,eqStd,Poids_int_norm,Poids_evt,Poids,Poids_evt_norm,poids_grp,Hypo,gamma,beta,intercept,X,C2,C1
0,1779,4.0,0.8789358520041862,5.169795679261478,0.5,4.5,22.531344149970092,23,4.38,0.25,10.999999996006258,5.0,11.0,5.0,11.0,0.4345480824706672,-99,1.294451074611129,10.719187565898398,0.2436880825111878,16.0,0.008703145803970993,0.14285714285714285,0.03481258321588397,25.05952866697237,0,-3.15,1,8.406764629619445,1.4694954188629972,2.2269544867835416
1,1779,4.5,0.5020458146424487,5.169795679261478,0.5,4.5,14.495696777880678,2,4.38,0.25,10.999999996006258,5.0,11.0,5.0,11.0,0.4345480824706672,-99,3.9674667724657815,6.122771350782306,0.7468991213124718,16.0,0.026674968618302566,0.14285714285714285,0.10669987447321026,18.17811136731973,0,-3.15,1,8.467578593304802,1.4694954188629972,2.2269544867835416
2,1779,4.5,4.47213595499958,5.169795679261478,0.5,,0.0,0,4.38,0.25,10.999999996006258,5.0,11.0,5.0,11.0,0.4345480824706672,-99,0.04999999999999999,54.54057200252918,0.009412796176340422,16.0,0.00033617129201215796,0.14285714285714285,0.0013446851680486318,10.968979342054507,0,-3.15,1,7.776523588508663,1.4694954188629972,2.2269544867835416
3,2019111102,3.0,0.8038380541113114,8.49999999915,0.25,8.0,70.716169089548,40,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.2122774843264155,-99,1.5476148056645371,17.432366743536253,0.052651078849226464,16.0,0.0032906924280766544,0.25,0.013162769712306618,70.7312272678912,0,-3.15,1,8.826275260013349,1.4694954188629972,2.2269544867835416
4,2019111102,3.5,0.8566845868148714,8.49999999915,0.25,8.0,34.212348005723236,7,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.2122774843264155,-99,1.3625677117772377,18.578418655984244,0.04635563046283237,16.0,0.0028972269039270237,0.25,0.011588907615708095,34.24346209402966,0,-3.15,1,8.333919649197018,1.4694954188629972,2.2269544867835416
5,2019111102,4.0,0.6134754214315937,8.49999999915,0.25,8.0,33.22867589874303,22,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.2122774843264155,-99,2.6570863279225647,13.304083428053415,0.09039617690952559,16.0,0.00564976105684535,0.25,0.0225990442273814,33.26071018640818,0,-3.15,1,8.794084281973763,1.4694954188629972,2.2269544867835416
6,2019111102,4.5,0.5686414115323567,8.49999999915,0.25,8.0,27.02877421264227,31,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.2122774843264155,-99,3.0925948736740576,12.331794421394113,0.10521252184105899,16.0,0.006575782615066188,0.25,0.02630313046026475,27.0681468807624,0,-3.15,1,9.012244351998735,1.4694954188629972,2.2269544867835416
7,2019111102,5.0,0.42474077658796816,8.49999999915,0.25,8.0,21.57007465412782,24,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.2122774843264155,-99,5.543091996454143,9.211105334645625,0.18858037071343767,16.0,0.011786273169589856,0.25,0.047145092678359424,21.619390849540114,0,-3.15,1,9.204756877132922,1.4694954188629972,2.2269544867835416
8,2019111102,5.5,0.6254055840495436,8.49999999915,0.25,8.0,14.389841453926397,12,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.2122774843264155,-99,2.5566806868406147,13.562805902067229,0.08698029764411438,16.0,0.00543626860275715,0.25,0.0217450744110286,14.463660573646981,0,-3.15,1,9.154876397514437,1.4694954188629972,2.2269544867835416
9,2019111102,6.0,0.6183347651264919,8.49999999915,0.25,8.0,11.335872600020203,27,4.93,0.25,1.9999999998,0.5,2.0,0.5,2.0,0.2122774843264155,-99,2.615487629387366,13.40946517875444,0.08898095630774189,16.0,0.005561309769233869,0.25,0.022245239076935475,11.42943339472348,0,-3.15,1,9.332777808520314,1.4694954188629972,2.2269544867835416
