;Beta values during inversion
0;-4.0
1;-3.6134107086537477
2;-3.493275190560324
3;-3.4204690806517375
4;-3.3750117948633975
5;-3.3419767261753432
6;-3.3152086983901916
7;-3.293503671810379
8;-3.2758868288660503
9;-3.261545804586966
10;-3.249817038754803
11;-3.2402229697498846
12;-3.232421615850747
13;-3.226103959112475
14;-3.221003636831401
15;-3.2168994578558854
16;-3.2136071218841527
17;-3.210971491967469
18;-3.208862430634669
19;-3.2071822137824286
20;-3.205878775519573
