;Beta values during inversion
0;-3.0
1;-3.0349802549484237
2;-3.0644128288207857
3;-3.0896590515896496
4;-3.1112407017118873
5;-3.129711774195085
6;-3.145526164750654
7;-3.158661067166509
8;-3.1694233500171434
9;-3.1781616665285766
10;-3.185243504546547
11;-3.190945713892431
12;-3.195506208903186
13;-3.199136361534473
14;-3.20197304961872
15;-3.204089493106125
16;-3.2055164550745547
17;-3.20626784136047
