;Beta values during inversion
0;-4.0
1;-3.6053154382461288
2;-3.4853096156611447
3;-3.4132805421458374
4;-3.368596701500909
5;-3.335242637967066
6;-3.308380366757429
7;-3.286717262336428
8;-3.2692331479693424
9;-3.2550870977893918
10;-3.2435859532253803
11;-3.234214851330658
12;-3.22662486332485
13;-3.2205101294543796
14;-3.2155996585359814
15;-3.211667778077527
16;-3.2085262120266225
17;-3.2060173352543115
18;-3.2040175563489934
19;-3.20245366323524
20;-3.201279051100548
