;Beta values during inversion
0;-3.0
1;-3.051764537811234
2;-3.0956072755816577
3;-3.133258831339356
4;-3.165654268012629
5;-3.1935219100046477
6;-3.2172860024177807
7;-3.236629324298961
8;-3.252084328295675
9;-3.2644003432673365
10;-3.27432185674504
11;-3.2822953842683495
12;-3.2886122095894956
13;-3.293486080908656
14;-3.2970766630919166
15;-3.2995075815485544
16;-3.300931222732595
17;-3.3017023346260905
