;Beta values during inversion
0;-3.0
1;-3.044964583868765
2;-3.082361176179577
3;-3.1140281142829447
4;-3.1408318522205785
5;-3.1633883735628747
6;-3.1821098791029137
7;-3.1970402699851257
8;-3.2089051247560034
9;-3.218405532526172
10;-3.2260260285786484
11;-3.232108221214148
12;-3.2369186093816995
13;-3.2406636246334894
14;-3.2434983633320544
15;-3.2455330825361455
16;-3.246830571299639
17;-3.2474200871181655
