;Beta values during inversion
0;-3.0
1;-3.044673932677998
2;-3.082070799839982
3;-3.113955674637341
4;-3.1411297971632615
5;-3.1642156154051544
6;-3.1835705663118414
7;-3.1992353689611286
8;-3.21183656159933
9;-3.222013132321716
10;-3.230247084789324
11;-3.2368771474462656
12;-3.2421664608220535
13;-3.246319454800038
14;-3.249489799026578
15;-3.2517860220036727
16;-3.253269130829154
17;-3.253968261422058
