;Beta values during inversion
0;-3.0
1;-3.0348738062658973
2;-3.064258277313313
3;-3.0895247592761335
4;-3.111182993135164
5;-3.12977810874959
6;-3.1457636953772554
7;-3.1591184303533897
8;-3.170126100658885
9;-3.1790901933446722
10;-3.186361993353953
11;-3.1922181491264743
12;-3.196892845719524
13;-3.20059313914823
14;-3.20345116108629
15;-3.2055292046537014
16;-3.206840383898801
17;-3.2073819553526923
