;Beta values during inversion
0;-4.0
1;-3.6272698922570488
2;-3.5052673492989013
3;-3.432960053407847
4;-3.388464450113012
5;-3.358830846810763
6;-3.335365513569852
7;-3.316798424526684
8;-3.3021097070002394
9;-3.2904628303986208
10;-3.2811660282792774
11;-3.2736855861072667
12;-3.2676890138971917
13;-3.2629550113291472
14;-3.2592557955885693
15;-3.2563887157790736
16;-3.2541893768608388
17;-3.252524646289614
18;-3.251286263872988
