;Beta values during inversion
0;-3.0
1;-3.046780210065098
2;-3.086215610602735
3;-3.1198700426110304
4;-3.148582254949916
5;-3.173009788493062
6;-3.193533435578565
7;-3.210180812201373
8;-3.223579991445205
9;-3.2343943229344294
10;-3.2431420523168946
11;-3.2501825901504215
12;-3.255791885793923
13;-3.260182227566221
14;-3.263512434310053
15;-3.265892863347665
16;-3.2673883573457903
17;-3.2680611263095987
