;Beta values during inversion
0;-3.0
1;-3.045791966455676
2;-3.083980224688139
3;-3.1164401514567626
4;-3.144033024653731
5;-3.167424149424135
6;-3.1869721118345002
7;-3.2026748534035714
8;-3.2151869973141527
9;-3.2252173028709206
10;-3.2332790366762083
11;-3.2397226992766552
12;-3.244818994785196
13;-3.2487759631312794
14;-3.2517481217324606
15;-3.2538422794575714
16;-3.255116069269675
17;-3.255599915698502
