;Beta values during inversion
0;-4.0
1;-3.6189417769105323
2;-3.497806159888525
3;-3.4240588851062763
4;-3.3780463272640833
5;-3.3451855944972557
6;-3.318591547406802
7;-3.297057176351843
8;-3.2796044351617875
9;-3.265418495685141
10;-3.2538277794970365
11;-3.244344201898823
12;-3.2366362953840477
13;-3.230405324372639
14;-3.2253858966109967
15;-3.2213577050782596
16;-3.2181379831162986
17;-3.2155737316943487
18;-3.2135357402152853
19;-3.211918678540482
20;-3.2106546065745194
