;Beta values during inversion
0;-4.0
1;-3.6084832406797718
2;-3.462841507785918
3;-3.385822929660612
4;-3.3403065941351935
5;-3.3050180174419186
6;-3.2770948223994907
7;-3.25491099433176
8;-3.2371857706778844
9;-3.222917519490907
10;-3.2114343673012735
11;-3.202285845110201
12;-3.1950320830774634
13;-3.1892801437079994
14;-3.18470783082228
15;-3.181062834192533
16;-3.1781865392650053
17;-3.1759855015431797
18;-3.174346909230733
19;-3.1731599333378275
