;Beta values during inversion
0;-3.0
1;-3.03358668371054
2;-3.061848377375119
3;-3.085992446921494
4;-3.106552145991321
5;-3.1240270655574736
6;-3.1388937779959183
7;-3.151197925124465
8;-3.1612488535057515
9;-3.169384276012097
10;-3.175947580711575
11;-3.1812018601316767
12;-3.1853774391436596
13;-3.1886921708442104
14;-3.1912999074077733
15;-3.193289579391251
16;-3.1947128921169887
17;-3.195586566891449
