;Beta values during inversion
0;-3.0
1;-3.035359313012993
2;-3.0651966411819163
3;-3.090892035992652
4;-3.112943717857662
5;-3.1318759406586607
6;-3.148142075846042
7;-3.161726638071257
8;-3.172924791402629
9;-3.18205760205857
10;-3.1894870322096125
11;-3.195489611046569
12;-3.200289996472881
13;-3.2040908946406805
14;-3.2070325825176136
15;-3.2091786099523243
16;-3.210541628199844
17;-3.211124254046472
