;Beta values during inversion
0;-3.0
1;-3.0447187125632995
2;-3.0827516239976007
3;-3.1154157029365663
4;-3.143431293480232
5;-3.1673772390204054
6;-3.187670982442419
7;-3.2044217777682227
8;-3.218142143899072
9;-3.2293066769791676
10;-3.2383954812854245
11;-3.245763037308838
12;-3.25167525456509
13;-3.25633282836073
14;-3.259877963709652
15;-3.262401669028433
16;-3.26397211867116
17;-3.2647597085111837
