;Beta values during inversion
0;-3.0
1;-3.045790894311277
2;-3.0842905135904823
3;-3.117047746189857
4;-3.1449079507007642
5;-3.1685257430609415
6;-3.1882709704163767
7;-3.204187775561502
8;-3.2169510465018862
9;-3.2272209233602007
10;-3.2354954291704443
11;-3.242126718100554
12;-3.2473866117382912
13;-3.251484136530519
14;-3.2545747920875407
15;-3.256766342468501
16;-3.2581181725116295
17;-3.258667369256663
