;Beta values during inversion
0;-4.0
1;-3.639430029841311
2;-3.5150974842023848
3;-3.442064502438654
4;-3.395968907014186
5;-3.3658305709029004
6;-3.341752118356479
7;-3.322545187314226
8;-3.307225578382352
9;-3.294971863428151
10;-3.285106662940383
11;-3.2771052996302945
12;-3.2706171515281572
13;-3.2654198865849433
14;-3.2612993333131155
15;-3.258051985810352
16;-3.255510237694091
17;-3.2535375134936313
18;-3.2520219814845275
19;-3.250871282634169
