;Beta values during inversion
0;-3.0
1;-3.046720578303845
2;-3.085973248198955
3;-3.1193381756684375
4;-3.147688676111285
5;-3.1716985607064503
6;-3.191737535531389
7;-3.207833593844637
8;-3.220687744562294
9;-3.231009083133167
10;-3.239313963597413
11;-3.2459630168478912
12;-3.2512349434540964
13;-3.255344395835236
14;-3.258453179660027
15;-3.260677105756019
16;-3.262089295973507
17;-3.262753707146107
