;Beta values during inversion
0;-4.0
1;-3.6219889853583354
2;-3.5018897132427034
3;-3.43063795920899
4;-3.38642000471074
5;-3.3566710294766584
6;-3.3332040902689215
7;-3.3146818681546675
8;-3.300066942837118
9;-3.2885140785747646
10;-3.279325283636906
11;-3.271963132663883
12;-3.2660953875529506
13;-3.2614922366326216
14;-3.257918732501281
15;-3.2551704774168067
16;-3.253081893692738
17;-3.251518698516068
18;-3.250371300394558
