;Beta values during inversion
0;-3.0
1;-3.0459536771982894
2;-3.0842073356691406
3;-3.1166468000822456
4;-3.1441484661449297
5;-3.167384364897283
6;-3.186718344088589
7;-3.2021795123235735
8;-3.2144680681593276
9;-3.2243093289137086
10;-3.2322138236638422
11;-3.238530662845281
12;-3.2435307715365624
13;-3.247423494180744
14;-3.2503662160005264
15;-3.252471347086438
16;-3.253806509528884
17;-3.254417437209811
