;Beta values during inversion
0;-3.0
1;-3.013892398052301
2;-3.024986540110793
3;-3.034172504330882
4;-3.0418924415824784
5;-3.0483478387032887
6;-3.0536876943393416
7;-3.058102954947727
8;-3.0618456049081026
9;-3.065057192388906
10;-3.0677717567421694
11;-3.070004224996885
12;-3.0717906627269858
13;-3.073196358878264
14;-3.0742780198209663
