;Beta values during inversion
0;-3.0
1;-3.0337550714658263
2;-3.062120666092681
3;-3.086372144122762
4;-3.107077622093895
5;-3.124807101976741
6;-3.1399892411151007
7;-3.152583481497757
8;-3.1628794702389875
9;-3.1712105463034823
10;-3.1779374093576904
11;-3.1833404168614297
12;-3.187671153481477
13;-3.191128174799235
14;-3.1938315174597034
15;-3.195853762017955
16;-3.1972265204527672
17;-3.1979539956510146
