;Beta values during inversion
0;-3.0
1;-3.0327383652217574
2;-3.05964051934617
3;-3.0821883542202113
4;-3.1010717967050625
5;-3.1168034897051986
6;-3.1294038907770707
7;-3.1394113520022255
8;-3.1473465059817882
9;-3.1536221609614894
10;-3.1585790391040547
11;-3.162471922616826
12;-3.1654898309661803
13;-3.1677835843840776
14;-3.1695064291480137
15;-3.1708306257958654
16;-3.1718618072809406
