;Beta values during inversion
0;-4.0
1;-3.6331909754346734
2;-3.5107589828809838
3;-3.438601422986124
4;-3.3938693274518137
5;-3.3648038134552136
6;-3.3417664622288235
7;-3.3235504738202155
8;-3.309158471135047
9;-3.297761215212313
10;-3.2886762337189848
11;-3.2813785285033945
12;-3.275527285051643
13;-3.2709068693140857
14;-3.2673038264952035
15;-3.2645187358633305
16;-3.262388801657011
17;-3.2607820818786997
18;-3.2595910294329093
