;Beta values during inversion
0;-3.0
1;-3.0140756797007535
2;-3.0252698467897785
3;-3.034509969961365
4;-3.0422639439525225
5;-3.0487439230467026
6;-3.0540997270812538
7;-3.0585156328767438
8;-3.062243387982871
9;-3.0654366117735
10;-3.068133265267845
11;-3.070348442782361
12;-3.0721158047844406
13;-3.0735000367663985
14;-3.0745589163477356
