;Beta values during inversion
0;-3.0
1;-3.032878862528682
2;-3.059872440574212
3;-3.0824828946440754
4;-3.101408592169082
5;-3.117169436192308
6;-3.129786637065149
7;-3.1397923361706495
8;-3.1477082475331284
9;-3.153958915084271
10;-3.158888701220292
11;-3.1627546870391003
12;-3.165747281015973
13;-3.168017081730397
14;-3.169713625912527
15;-3.1710085736719726
