EVID;I;StdI;Io;Io_std;Io_ini;Depi;Ndata;Mag;StdM;Depth;Hmin;Hmax;Hmin_ini;Hmax_ini;StdIo_inv;RegID;Poids_int;eqStd;Poids_int_norm;Poids_evt;Poids
640001;3.5;0.75888847551028;7.999991737426816;0.25;7.5;112.98588536070258;117;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;1.7363772402778561;58.550774117544655;0.0055422781535251105;0.05263157894736842;0.0002916988501855321
640001;4.0;0.7466429555514904;7.999991737426816;0.25;7.5;84.51383899134498;175;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;1.7938001503646988;57.60599145685546;0.005725564211821531;0.05263157894736842;0.0003013454848327121
640001;4.5;0.5896763606323197;7.999991737426816;0.25;7.5;53.44474981195736;187;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;2.875891944716045;45.49549572567078;0.009179452901921252;0.05263157894736842;0.00048312910010111853
640001;5.0;0.6929776596608875;7.999991737426816;0.25;7.5;45.3434007674415;146;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;2.0823874227764905;53.465535093317854;0.006646695229996666;0.05263157894736842;0.0003498260647366666
640001;5.5;0.6641406945582081;7.999991737426816;0.25;7.5;33.89907114396737;87;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;2.267147707993542;51.24066716548802;0.007236424736145729;0.05263157894736842;0.00038086445979714363
640001;6.0;0.6355362449743679;7.999991737426816;0.25;7.5;27.23905822697766;88;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;2.475821629326551;49.03373858456054;0.007902483291042064;0.05263157894736842;0.0004159201732127402
640001;6.5;0.5459016161211421;7.999991737426816;0.25;7.5;21.577181000593825;36;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;3.35560814561321;42.1181283513622;0.01071064126263656;0.05263157894736842;0.0005637179611913979
640001;7.0;0.5966993788969933;7.999991737426816;0.25;7.5;8.82551608219391;30;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;2.808593124978479;46.03734498192915;0.00896464429366637;0.05263157894736842;0.00047182338387717735
640001;7.5;0.5020458146424487;7.999991737426816;0.25;7.5;6.800606549156702;2;5.14;0.25;5.629740746691354;2.0;7.0;2.0;7.0;0.25;-99;3.9674667724657815;38.73450716196904;0.012663610134831771;0.05263157894736842;0.0006665057965700932
740150;3.0;0.5706612440568947;6.117651885357789;0.25;6.0;83.08090352257744;190;4.19;0.25;9.000623005776886;7.0;13.0;7.0;13.0;0.25;-99;3.0707413866315525;44.02841613314188;0.009801385613376321;0.05263157894736842;0.0005158624007040169
740150;3.5;0.7080587542157143;6.117651885357789;0.25;6.0;61.18999021325817;89;4.19;0.25;9.000623005776886;7.0;13.0;7.0;13.0;0.25;-99;1.9946256828678257;54.6290917807893;0.006366571785316344;0.05263157894736842;0.00033508272554296544
740150;4.0;0.8372845085474891;6.117651885357789;0.25;6.0;32.114866258181245;91;4.19;0.25;9.000623005776886;7.0;13.0;7.0;13.0;0.25;-99;1.4264412459067335;64.59928924222983;0.0045530049410293745;0.05263157894736842;0.00023963183900154602
740150;4.5;0.4553771287944969;6.117651885357789;0.25;6.0;26.616228926331182;24;4.19;0.25;9.000623005776886;7.0;13.0;7.0;13.0;0.25;-99;4.82233715607864;35.13386257238196;0.01539223922607407;0.05263157894736842;0.0008101178540038984
740150;5.0;0.7110630216104686;6.117651885357789;0.25;6.0;19.32624203741711;37;4.19;0.25;9.000623005776886;7.0;13.0;7.0;13.0;0.25;-99;1.977806555194501;54.86088101899151;0.006312887435105498;0.05263157894736842;0.00033225723342660517
740150;5.5;0.740572010931202;6.117651885357789;0.25;6.0;12.74255155227191;12;4.19;0.25;9.000623005776886;7.0;13.0;7.0;13.0;0.25;-99;1.8233305609838164;57.137597854088426;0.005819821234916795;0.05263157894736842;0.0003063063807850945
740150;6.0;0.5621746655328201;6.117651885357789;0.25;6.0;3.2489267326763716;3;4.19;0.25;9.000623005776886;7.0;13.0;7.0;13.0;0.25;-99;3.1641528860144263;43.37364832702943;0.010099542315911123;0.05263157894736842;0.0005315548587321643
740153;3.0;0.4663344626349441;7.363855862476174;0.25;7.0;80.79253660776398;221;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;4.598381265003581;35.979257382457526;0.014677402718392175;0.05263157894736842;0.0007724948799153775
740153;3.5;0.4593666826994864;7.363855862476174;0.25;7.0;67.89273416510218;78;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;4.738937856710139;35.44166994732429;0.015126040093657788;0.05263157894736842;0.0007961073733504098
740153;4.0;0.44305044942478555;7.363855862476174;0.25;7.0;39.54963058127123;126;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;5.094406984294661;34.182818192758106;0.016260648826348312;0.05263157894736842;0.0008558236224393848
740153;4.5;0.38698330208899157;7.363855862476174;0.25;7.0;26.490427326371915;31;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;6.677525387089888;29.85705098847184;0.02131374577713046;0.05263157894736842;0.001121776093533182
740153;5.0;0.6928444294814045;7.363855862476174;0.25;7.0;18.28865382234031;43;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;2.083188363111939;53.45525594111528;0.0066492517217661175;0.05263157894736842;0.0003499606169350588
740153;5.5;0.7425141517306686;7.363855862476174;0.25;7.0;12.339375413743902;24;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;1.8138047264110029;57.28744048699648;0.005789416076623802;0.05263157894736842;0.0003047061092959896
740153;6.0;0.9403802636180291;7.363855862476174;0.25;7.0;7.153068834971498;15;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;1.130818717921183;72.55347020874673;0.003609418351353735;0.05263157894736842;0.00018996938691335445
740153;6.5;0.355;7.363855862476174;0.25;7.0;5.1544554451726095;4;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;7.934933544931561;27.389432680147202;0.02532722026966354;0.05263157894736842;0.001333011593140186
740153;7.0;0.5623412096685837;7.363855862476174;0.25;7.0;1.9677057808479916;3;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;3.1622789594220326;43.38649776194427;0.010093560999078918;0.05263157894736842;0.000531240052583101
640564;3.5;0.42394586179134713;5.326402800625078;0.25;5.0;24.715091797247954;26;3.46;0.25;7.466171071768619;6.0;12.0;6.0;12.0;0.25;-99;5.563898506068817;32.708835610031244;0.017759201412753892;0.05263157894736842;0.0009346948111975732
640564;4.0;0.3162813474139178;5.326402800625078;0.25;5.0;18.443419506046062;35;3.46;0.25;7.466171071768619;6.0;12.0;6.0;12.0;0.25;-99;9.99661207599557;24.402159642196484;0.03190781555578888;0.05263157894736842;0.0016793587134625726
640564;4.5;0.8000183824550358;5.326402800625078;0.25;5.0;11.568499278536958;12;3.46;0.25;7.466171071768619;6.0;12.0;6.0;12.0;0.25;-99;1.5624281960099016;61.72408346234496;0.004987056646637249;0.05263157894736842;0.00026247666561248677
640564;5.0;1.2788278874960213;5.326402800625078;0.25;5.0;5.722768363846028;15;3.46;0.25;7.466171071768619;6.0;12.0;6.0;12.0;0.25;-99;0.611470913362249;98.66583192694968;0.0019517313438762523;0.05263157894736842;0.00010272270230927643
560053;3.5;0.4534624719160444;5.5858122025373;0.25;5.5;82.01108507441262;192;4.34;0.25;12.9999999987;9.5;13.0;9.5;13.0;0.25;-99;4.863145884940654;34.98614041554264;0.015522495095132155;0.05263157894736842;0.000816973426059587
560053;4.0;0.7607844667697634;5.5858122025373;0.25;5.5;45.09039474661982;173;4.34;0.25;12.9999999987;9.5;13.0;9.5;13.0;0.25;-99;1.7277333892632631;58.69705615969611;0.005514688165860426;0.05263157894736842;0.0002902467455716014
560053;4.5;0.46563024444100043;5.5858122025373;0.25;5.5;16.989412277446025;13;4.34;0.25;12.9999999987;9.5;13.0;9.5;13.0;0.25;-99;4.612300947239895;35.92492460269653;0.014721832436182065;0.05263157894736842;0.0007748332861148455
560053;5.0;0.7203094161545229;5.5858122025373;0.25;5.5;9.2924051265201;7;4.34;0.25;12.9999999987;9.5;13.0;9.5;13.0;0.25;-99;1.9273554483140538;55.57427116236744;0.006151854417050091;0.05263157894736842;0.00032378181142368896
560053;5.5;0.6518098344182031;5.5858122025373;0.25;5.5;3.4307291697589375;2;4.34;0.25;12.9999999987;9.5;13.0;9.5;13.0;0.25;-99;2.3537383447584963;50.2893002255078;0.0075128101801091845;0.05263157894736842;0.00039541106211100967
640566;3.0;0.4593459506672658;5.49999999945;0.25;5.0;35.43144115096563;46;4.1;0.25;6.848229113432328;6.0;12.0;6.0;12.0;0.25;-99;4.739365638992068;35.44007040196985;0.015127405516067508;0.05263157894736842;0.0007961792376877635
640566;3.5;0.4483867230388815;5.49999999945;0.25;5.0;27.865322838037464;40;4.1;0.25;6.848229113432328;6.0;12.0;6.0;12.0;0.25;-99;4.973870928052417;34.59452947984578;0.015875914256159772;0.05263157894736842;0.0008355744345347248
640566;4.0;0.48075275638831244;5.49999999945;0.25;5.0;18.35965723487464;52;4.1;0.25;6.848229113432328;6.0;12.0;6.0;12.0;0.25;-99;4.326696518249248;37.09167677997998;0.013810222245362254;0.05263157894736842;0.000726853802387487
640566;4.5;0.5784036027450313;5.49999999945;0.25;5.0;12.963467421219827;8;4.1;0.25;6.848229113432328;6.0;12.0;6.0;12.0;0.25;-99;2.989083320694745;44.62576489954829;0.009540744259410946;0.05263157894736842;0.0005021444347058392
640566;5.0;0.6561322563827635;5.49999999945;0.25;5.0;11.40343760893829;18;4.1;0.25;6.848229113432328;6.0;12.0;6.0;12.0;0.25;-99;2.3228289086394334;50.62278948019376;0.007414151496634935;0.05263157894736842;0.0003902184998228913
640567;4.0;0.6068051480136489;5.47862930655567;0.25;5.0;15.803878516987258;24;3.74;0.25;7.264779840855154;6.0;12.0;6.0;12.0;0.25;-99;2.7158231551739385;46.817038736581964;0.008668535265614025;0.05263157894736842;0.00045623869819021184
640567;4.5;0.6586107273490831;5.47862930655567;0.25;5.0;16.38838244000316;8;3.74;0.25;7.264779840855154;6.0;12.0;6.0;12.0;0.25;-99;2.305379355098879;50.81401177225492;0.007358454913465541;0.05263157894736842;0.00038728710070871263
640567;5.0;0.5178863971869614;5.47862930655567;0.25;5.0;7.309249358433558;10;3.74;0.25;7.264779840855154;6.0;12.0;6.0;12.0;0.25;-99;3.7284729104857846;39.95666087807396;0.011900774485208552;0.05263157894736842;0.0006263565518530816
880077;3.0;0.5774557901834861;6.490164629395376;0.25;6.5;141.11752849260998;1016;4.77;0.25;11.225557985980055;9.5;12.5;9.5;12.5;0.25;-99;2.99890369422733;44.552638002793806;0.009572089545692396;0.05263157894736842;0.0005037941866153893
880077;3.5;0.4977321018571378;6.490164629395376;0.25;6.5;98.04440565766704;616;4.77;0.25;11.225557985980055;9.5;12.5;9.5;12.5;0.25;-99;4.0365347532442994;38.40168984947675;0.0128840656626384;0.05263157894736842;0.0006781087190862316
880077;4.0;0.518448060744834;6.490164629395376;0.25;6.5;72.88617107027933;1059;4.77;0.25;11.225557985980055;9.5;12.5;9.5;12.5;0.25;-99;3.720398763176609;39.99999509274225;0.011875002913684827;0.05263157894736842;0.000625000153351833
880077;4.5;0.5276557477981072;6.490164629395376;0.25;6.5;43.71575798857755;217;4.77;0.25;11.225557985980055;9.5;12.5;9.5;12.5;0.25;-99;3.59168841112341;40.71039882425067;0.01146417711168179;0.05263157894736842;0.0006033777427200942
880077;5.0;0.6567759904975385;6.490164629395376;0.25;6.5;28.272716757449498;211;4.77;0.25;11.225557985980055;9.5;12.5;9.5;12.5;0.25;-99;2.318277733087838;50.6724557117446;0.007399624768083467;0.05263157894736842;0.0003894539351622877
880077;5.5;0.6575716046828495;6.490164629395376;0.25;6.5;16.043239767843293;50;4.77;0.25;11.225557985980055;9.5;12.5;9.5;12.5;0.25;-99;2.312671229375388;50.73383999672472;0.0073817295766916485;0.05263157894736842;0.00038851208298377093
