;Beta values during inversion
0;-3.0
1;-3.0456396472381195
2;-3.083574088611439
3;-3.1156942520398263
4;-3.1428908542058105
5;-3.165800102500786
6;-3.1848418351615835
7;-3.200034343376918
8;-3.2120890457109685
9;-3.221728906736538
10;-3.2294540467546513
11;-3.235613406127573
12;-3.240478587256083
13;-3.244259470846186
14;-3.2471137782703763
15;-3.2491534346161535
16;-3.2504425510967487
17;-3.2510169965026976
