;Beta values during inversion
0;-3.0
1;-3.0179612211802547
2;-3.0322908487097484
3;-3.0441384412613313
4;-3.0541375114044635
5;-3.0626201791188565
6;-3.0697710216151126
7;-3.0757428992362166
8;-3.0807278114549432
9;-3.084938733782759
10;-3.08846746533687
11;-3.0913553968612137
12;-3.0936899353733653
13;-3.095561390216515
14;-3.0970397483121506
15;-3.098177294700295
