;Beta values during inversion
0;-4.0
1;-3.606283477961934
2;-3.4608239232581948
3;-3.384232984052959
4;-3.338742075033422
5;-3.303489508977549
6;-3.2756249570172713
7;-3.2535115054784596
8;-3.2358614019649417
9;-3.221670833116035
10;-3.2102713989912255
11;-3.2012091551676676
12;-3.1940384709505283
13;-3.1883641312684894
14;-3.183862883532403
15;-3.1802852490586915
16;-3.1774797546126026
17;-3.1753501923074943
18;-3.173778299194832
19;-3.172652985340783
