;Beta values during inversion
0;-3.0
1;-3.0360410431119393
2;-3.0664445352651586
3;-3.0926354153793802
4;-3.1151214171549624
5;-3.134426893929982
6;-3.1510195147918374
7;-3.164899927337717
8;-3.176362103851
9;-3.1857168018957056
10;-3.1933281735858765
11;-3.199478780925007
12;-3.204392445488278
13;-3.208268789160891
14;-3.211258015960962
15;-3.2134290639340017
16;-3.2147961280692217
17;-3.2153711867902284
