;Beta values during inversion
0;-4.0
1;-3.6042717836973246
2;-3.484296796051379
3;-3.412400208888987
4;-3.367874245691451
5;-3.334527506652684
6;-3.307686255378441
7;-3.286053530290938
8;-3.268604948935158
9;-3.254496680421879
10;-3.243034716941661
11;-3.2337056984452603
12;-3.226158803112373
13;-3.220084408313306
14;-3.215210727802703
15;-3.211311853216998
16;-3.2081993133433917
17;-3.205715595896893
18;-3.2037386387674736
19;-3.202197852370014
20;-3.201045434377191
