;Beta values during inversion
0;-3.0
1;-3.0349365538116166
2;-3.0643451331115665
3;-3.0895804913731952
4;-3.1111619902139327
5;-3.129641585280615
6;-3.145471206384291
7;-3.158627021711965
8;-3.1694133651044885
9;-3.178175938204389
10;-3.185281407257524
11;-3.1910063975228073
12;-3.195588546125605
13;-3.1992388913863103
14;-3.202094147657292
15;-3.204227715340775
16;-3.205670674343146
17;-3.2064370657613215
