;Beta values during inversion
0;-4.0
1;-3.6556056750821835
2;-3.5303041846074077
3;-3.457447954874111
4;-3.4103964729709606
5;-3.3796596788282134
6;-3.35633798738575
7;-3.337639563846365
8;-3.322642292056188
9;-3.310582789344385
10;-3.3008410376569173
11;-3.292936828904238
12;-3.2865059947208515
13;-3.281309389990927
14;-3.277170330506576
15;-3.273902102212597
16;-3.2713388897798805
17;-3.2693431772186883
18;-3.2678001536316788
19;-3.2666141593251963
