;Beta values during inversion
0;-4.0
1;-3.6208673782718495
2;-3.509687217404963
3;-3.44448256935731
4;-3.4055276014475124
5;-3.3816046797541213
6;-3.363654234009118
7;-3.3495946483543206
8;-3.3386009186626002
9;-3.3299886996754333
10;-3.323199775294553
11;-3.317816139665084
12;-3.3135473561158966
13;-3.310223556892294
14;-3.3077037806983505
15;-3.3058279567338786
16;-3.3044559319279188
17;-3.3034739025004916
