;Beta values during inversion
0;-3.0
1;-3.045398650969691
2;-3.083750360912349
3;-3.116570624126012
4;-3.1446425523228436
5;-3.168595829936885
6;-3.1888614546360894
7;-3.20555738334174
8;-3.2192131502696366
9;-3.230322760898686
10;-3.239368458618299
11;-3.2467034671884334
12;-3.252593522702717
13;-3.257238771916292
14;-3.260780831700041
15;-3.263310380206503
16;-3.2648967012195023
17;-3.2657136104938496
