;Beta values during inversion
0;-4.0
1;-3.6229172060794164
2;-3.502669472365279
3;-3.43134679291455
4;-3.38701697160767
5;-3.3572540277931413
6;-3.3337601055961805
7;-3.3152034700532904
8;-3.30055041691435
9;-3.2889582007621985
10;-3.279730630998271
11;-3.272331157790944
12;-3.266426998906203
13;-3.2617895668239347
14;-3.2581850111968746
15;-3.255408932383831
16;-3.2532956012347
17;-3.25171053202048
18;-3.2505439069139515
