;Beta values during inversion
0;-3.0
1;-3.04512606191296
2;-3.082589428069913
3;-3.1142480449025984
4;-3.1409797712221628
5;-3.1634109184074717
6;-3.1819608628697345
7;-3.196668674574144
8;-3.2082417683634565
9;-3.2174391006440786
10;-3.224793649369829
11;-3.2306500284332897
12;-3.235274850902861
13;-3.2388769808754803
14;-3.241618002470615
15;-3.2436207883588453
16;-3.2449677602644074
17;-3.2457011207400095
