;Beta values during inversion
0;-4.0
1;-3.6185814829553085
2;-3.4979115495235797
3;-3.426035473660708
4;-3.3821773404874014
5;-3.3522995950782146
6;-3.3288304403699223
7;-3.3103811832975234
8;-3.295879442181295
9;-3.2844570130525814
10;-3.2754003671934666
11;-3.268164690215367
12;-3.262419451261027
13;-3.257927394103825
14;-3.254448319679122
15;-3.2517785177222986
16;-3.249754154834454
17;-3.2482432841878484
18;-3.2471391534923697
