;Beta values during inversion
0;-3.0
1;-3.043249719871355
2;-3.07994848793442
3;-3.111410485638837
4;-3.1383423834035558
5;-3.1613138817636774
6;-3.180757696291154
7;-3.196831500007991
8;-3.210020937795337
9;-3.2207687968924392
10;-3.2295270048268736
11;-3.236631638503107
12;-3.2423351196887102
13;-3.246825624820968
14;-3.2502317226452733
15;-3.2526340068709345
16;-3.2541185492757037
17;-3.2549178093659528
