;Beta values during inversion
0;-3.0
1;-3.045174712781848
2;-3.082997058740755
3;-3.115168502724233
4;-3.142501148202643
5;-3.165622787565378
6;-3.1848942185479494
7;-3.200352386953452
8;-3.212680719283365
9;-3.2225783049964587
10;-3.2305444614804646
11;-3.23692571739521
12;-3.241991808231737
13;-3.2459520646485327
14;-3.2489647628956084
15;-3.2511441090772473
16;-3.25255975459971
17;-3.2532553455423767
