;Beta values during inversion
0;-3.0
1;-3.045247075365746
2;-3.0831118777379687
3;-3.1153058260078588
4;-3.1426459351855236
5;-3.1657635481454283
6;-3.185020955141481
7;-3.200456095599706
8;-3.212757119789739
9;-3.222627283210117
10;-3.230566962507326
11;-3.236923158742863
12;-3.241965930430053
13;-3.2459047281740165
14;-3.248897791702468
15;-3.251059148523219
16;-3.2524581757378064
17;-3.2531383826221414
