;Beta values during inversion
0;-2.0
1;-2.20781181106252
2;-2.380475030795243
3;-2.5290991496308357
4;-2.6604539347593126
5;-2.773757820600934
6;-2.869285222906889
7;-2.9488369014522426
8;-3.0117361976544164
9;-3.0593061882231996
10;-3.096112477764656
11;-3.124524315720697
12;-3.1463097355514336
13;-3.162872609564915
14;-3.175344080570496
15;-3.184632157679074
16;-3.191455846209507
17;-3.196381166866725
18;-3.1998516816970257
19;-3.202212789792472
20;-3.203731641924295
21;-3.2046133484841905
