;Beta values during inversion
0;-3.0
1;-3.032936550441367
2;-3.059972393451099
3;-3.0826097222817377
4;-3.1015498552799685
5;-3.1173127761049653
6;-3.129916847887633
7;-3.1399003904020844
8;-3.1477915410736026
9;-3.1540195409688345
10;-3.158930589616634
11;-3.162780719073619
12;-3.1657599221286814
13;-3.1680188510055505
14;-3.169708605167825
15;-3.1710016836401462
