;Beta values during inversion
0;-4.0
1;-3.598940373742069
2;-3.4785478062029638
3;-3.406667450513433
4;-3.3622751373372823
5;-3.3281583106188677
6;-3.3006729227690386
7;-3.2784975975635966
8;-3.260578904095069
9;-3.2460556940513663
10;-3.234262414377325
11;-3.224732448672294
12;-3.2170596793537696
13;-3.2108803484063504
14;-3.2059114184967696
15;-3.20192106626361
16;-3.198715543710754
17;-3.1961411981131826
18;-3.1941022463008375
19;-3.192538903486547
20;-3.1913751680340443
