;Beta values during inversion
0;-3.0
1;-3.046836727734752
2;-3.086137856892309
3;-3.119532895785658
4;-3.147907839598616
5;-3.171951808234875
6;-3.1920436720639844
7;-3.2082034431296265
8;-3.2211115825127012
9;-3.2314712794360965
10;-3.239798413897068
11;-3.246453838429137
12;-3.251715738834495
13;-3.2557972229464336
14;-3.258856865724687
15;-3.2610044555628805
16;-3.262302925569375
17;-3.2628017488996797
