;Beta values during inversion
0;-3.0
1;-3.035249592530604
2;-3.0650484405697043
3;-3.0908314109362975
4;-3.1131179523453305
5;-3.1324517336379274
6;-3.1492146077969805
7;-3.1633784335761606
8;-3.1752296889189835
9;-3.1850105613714934
10;-3.1930348724031448
11;-3.199583030426424
12;-3.2048850734351855
13;-3.209124915702335
14;-3.212405635837486
15;-3.2147684408910853
16;-3.2162421195353694
17;-3.2169964845600765
