;Beta values during inversion
0;-3.0
1;-3.0351508307181545
2;-3.0648771206816696
3;-3.0906084249536288
4;-3.1128588254567995
5;-3.132167613989969
6;-3.148917984138672
7;-3.163085195057754
8;-3.17495434534804
9;-3.1847606942441975
10;-3.192812048523253
11;-3.199388028076697
12;-3.2047175106577717
13;-3.208984084727116
14;-3.212291165637074
15;-3.214680279137296
16;-3.2161807047324933
17;-3.216962380985488
