;Beta values during inversion
0;-3.0
1;-3.036070759934879
2;-3.0667094304907057
3;-3.0932747214991445
4;-3.116233283667917
5;-3.1360542511933343
6;-3.1531802809016503
7;-3.1676342261220465
8;-3.179705887434336
9;-3.1896672036860143
10;-3.197859207410564
11;-3.2045646881116543
12;-3.2099966793082344
13;-3.214336291389385
14;-3.2177342859733984
15;-3.2202717092038573
16;-3.2219695666489314
17;-3.2228552705925946
