;Beta values during inversion
0;-4.0
1;-3.638922785743984
2;-3.516677079283569
3;-3.4452864193089727
4;-3.4004929369898726
5;-3.3720490647756387
6;-3.349384344913092
7;-3.331368731681872
8;-3.317055756760511
9;-3.3056536772868266
10;-3.296513329609951
11;-3.2891362161936444
12;-3.2831785553513413
13;-3.2784269459098536
14;-3.2746887866325634
15;-3.2717716622615054
16;-3.269515057210444
17;-3.267787851398146
18;-3.2664821534948074
19;-3.2655086869256187
