;Beta values during inversion
0;-4.0
1;-3.5945440387368945
2;-3.4494275764396884
3;-3.3746047412201357
4;-3.328323130763887
5;-3.292538000868928
6;-3.264234377370259
7;-3.2416917180462415
8;-3.2236622604954173
9;-3.209167707251817
10;-3.19756135464973
11;-3.18835663974253
12;-3.1810712959523193
13;-3.1752927748073696
14;-3.170698876206753
15;-3.1670842089481033
16;-3.1643189341155784
17;-3.1622544632475478
18;-3.160751001169698
19;-3.159695134683927
