EVID;I;StdI;Io;Io_std;Io_ini;Depi;Ndata;Mag;StdM;Depth;Hmin;Hmax;Hmin_ini;Hmax_ini;StdIo_inv;RegID;Poids_int;eqStd;Poids_int_norm;Poids_evt;Poids
640001;3.5;0.75888847551028;7.996733670857813;0.25;7.5;112.98588536070258;117;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;1.7363772402778561;88.1638765063224;0.003988231310592177;0.03225806451612903;0.0001286526229223283
640001;4.0;0.7466429555514904;7.996733670857813;0.25;7.5;84.51383899134498;175;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;1.7938001503646988;86.74125309821687;0.004120124221096474;0.03225806451612903;0.00013290723293859594
640001;4.5;0.5896763606323197;7.996733670857813;0.25;7.5;53.44474981195736;187;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;2.875891944716045;68.50565730692958;0.006605547477667333;0.03225806451612903;0.0002130821766989462
640001;5.0;0.6929776596608875;7.996733670857813;0.25;7.5;45.3434007674415;146;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;2.0823874227764905;80.50668679202414;0.004782971423290235;0.03225806451612903;0.0001542894007512979
640001;5.5;0.6641406945582081;7.996733670857813;0.25;7.5;33.89907114396737;87;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;2.267147707993542;77.15655207239983;0.005207341621979704;0.03225806451612903;0.00016797876199934527
640001;6.0;0.6355362449743679;7.996733670857813;0.25;7.5;27.23905822697766;88;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;2.475821629326551;73.83342984558608;0.0056866383136543654;0.03225806451612903;0.00018343994560175372
640001;6.5;0.5459016161211421;7.996733670857813;0.25;7.5;21.577181000593825;36;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;3.35560814561321;63.42012590973154;0.0077073928187812515;0.03225806451612903;0.0002486255747993952
640001;7.0;0.5966993788969933;7.996733670857813;0.25;7.5;8.82551608219391;30;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;2.808593124978479;69.32155652660346;0.0064509708949886104;0.03225806451612903;0.00020809583532221325
640001;7.5;0.5020458146424487;7.996733670857813;0.25;7.5;6.800606549156702;2;5.14;0.25;5.770298201510261;2.0;7.0;2.0;7.0;0.25;-99;3.9674667724657815;58.32517771849242;0.009112752021070078;0.03225806451612903;0.0002939597426151638
740150;3.0;0.5706612440568947;6.113387215664816;0.25;6.0;83.08090352257744;190;4.19;0.25;9.194577111644124;7.0;13.0;7.0;13.0;0.25;-99;3.0707413866315525;66.29657594173709;0.007053091149095832;0.03225806451612903;0.000227519069325672
740150;3.5;0.7080587542157143;6.113387215664816;0.25;6.0;61.18999021325817;89;4.19;0.25;9.194577111644124;7.0;13.0;7.0;13.0;0.25;-99;1.9946256828678257;82.25873310820768;0.00458139419061482;0.03225806451612903;0.0001477869093746716
740150;4.0;0.8372845085474891;6.113387215664816;0.25;6.0;32.114866258181245;91;4.19;0.25;9.194577111644124;7.0;13.0;7.0;13.0;0.25;-99;1.4264412459067335;97.27153645679222;0.003276348887604053;0.03225806451612903;0.00010568867379367912
740150;4.5;0.4553771287944969;6.113387215664816;0.25;6.0;26.616228926331182;24;4.19;0.25;9.194577111644124;7.0;13.0;7.0;13.0;0.25;-99;4.82233715607864;52.90344265650644;0.011076277429798177;0.03225806451612903;0.0003572992719289734
740150;5.0;0.7110630216104686;6.113387215664816;0.25;6.0;19.32624203741711;37;4.19;0.25;9.194577111644124;7.0;13.0;7.0;13.0;0.25;-99;1.977806555194501;82.60775390392472;0.004542762855184008;0.03225806451612903;0.00014654073726400027
740150;5.5;0.740572010931202;6.113387215664816;0.25;6.0;12.74255155227191;12;4.19;0.25;9.194577111644124;7.0;13.0;7.0;13.0;0.25;-99;1.8233305609838164;86.03596104404524;0.004187951710143129;0.03225806451612903;0.00013509521645622995
740150;6.0;0.5621746655328201;6.113387215664816;0.25;6.0;3.2489267326763716;3;4.19;0.25;9.194577111644124;7.0;13.0;7.0;13.0;0.25;-99;3.1641528860144263;65.31064759376129;0.007267645139995025;0.03225806451612903;0.00023444016580629113
740153;3.0;0.4663344626349441;7.391976784046179;0.25;7.0;80.79253660776398;221;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;4.598381265003581;54.17641102896481;0.010561880053318977;0.03225806451612903;0.0003407058081715799
740153;3.5;0.4593666826994864;7.391976784046179;0.25;7.0;67.89273416510218;78;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;4.738937856710139;53.36692912275999;0.010884720152204697;0.03225806451612903;0.00035112000490982896
740153;4.0;0.44305044942478555;7.391976784046179;0.25;7.0;39.54963058127123;126;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;5.094406984294661;51.471390552996084;0.011701186224032854;0.03225806451612903;0.00037745762013009207
740153;4.5;0.38698330208899157;7.391976784046179;0.25;7.0;26.490427326371915;31;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;6.677525387089888;44.9577891302693;0.015337402039319777;0.03225806451612903;0.0004947549044941863
740153;5.0;0.6928444294814045;7.391976784046179;0.25;7.0;18.28865382234031;43;4.56;0.25;3.49999999965;1.0;3.5;1.0;3.5;0.25;-99;2.083188363111939;80.49120877454212;0.004784811078435243;0.03225806451612903;0.00015434874446565298
