;Beta values during inversion
0;-3.0
1;-3.0447006181202503
2;-3.0821081609566443
3;-3.1139939971803483
4;-3.1411618668036803
5;-3.1642354884797625
6;-3.183571406542757
7;-3.1992108106861554
8;-3.211786421230037
9;-3.22194067984875
10;-3.230154875699234
11;-3.236767560154802
12;-3.2420418863890132
13;-3.246182215524327
14;-3.2493421385052357
15;-3.251630098924741
16;-3.2531069540724737
17;-3.2538013050846737
