EVID;Lon;Lat;Iobs;QIobs
640001;0.7666666666666667;45.18333333333333;-1.0;A
640001;0.1;44.86666666666667;0.0;A
640001;0.5333333333333333;45.01666666666666;0.0;A
640001;0.05;44.95;0.0;A
640001;1.0833333333333337;44.63333333333334;0.0;A
640001;0.6;42.8;5.0;A
640001;1.5;43.61666666666666;4.0;A
640001;1.7;43.49999999999999;3.0;A
640001;1.35;43.53333333333333;-1.0;A
640001;0.8333333333333334;43.38333333333333;3.5;A
640001;1.1666666666666667;43.63333333333334;5.0;B
640001;0.5666666666666668;43.08333333333333;5.5;B
640001;1.2999999999999998;43.56666666666667;3.0;A
640001;0.7166666666666667;43.11666666666667;4.0;A
640001;0.9666666666666668;43.1;0.0;C
640001;1.4500000000000002;43.6;3.0;A
640001;1.7166666666666666;43.40000000000001;4.0;A
640001;0.0833333333333333;43.7;4.0;B
640001;0.5833333333333334;43.65;5.0;A
640001;0.5;43.38333333333333;0.0;A
640001;1.05;43.56666666666667;0.0;A
640001;0.8166666666666667;43.56666666666667;0.0;A
640001;0.6166666666666667;43.58333333333334;3.5;A
640001;0.4;43.38333333333333;5.0;B
640001;0.35;43.45;5.0;A
640001;1.0;43.65;0.0;A
640001;0.8;43.56666666666667;3.5;A
640001;0.6166666666666667;43.41666666666666;4.0;A
640001;0.4333333333333333;43.45;4.0;A
640001;0.4;43.48333333333333;0.0;A
640001;0.8833333333333334;43.55;3.0;A
640001;0.6166666666666667;43.56666666666667;4.5;A
640001;0.7666666666666667;43.55;3.0;A
640001;0.4;43.66666666666666;4.0;A
640001;0.6;43.35;4.5;B
640001;0.7333333333333334;43.58333333333334;0.0;A
640001;0.3166666666666667;43.38333333333333;4.0;A
640001;0.9833333333333332;43.56666666666667;0.0;A
640001;-0.0666666666666666;43.93333333333334;3.5;A
640001;0.9833333333333332;43.55;4.0;A
640001;0.55;43.35;0.0;A
640001;0.5166666666666667;43.46666666666667;4.5;A
640001;1.0333333333333334;43.61666666666666;0.0;A
640001;0.9833333333333332;43.71666666666667;3.5;A
640001;0.3666666666666667;43.96666666666666;3.0;A
640001;0.1;43.86666666666667;4.0;A
640001;1.0166666666666666;43.55;0.0;A
640001;0.2833333333333334;43.40000000000001;5.0;A
640001;0.7;43.49999999999999;3.5;A
640001;0.6666666666666667;43.85;0.0;A
640001;0.9166666666666669;43.41666666666666;0.0;A
640001;0.8833333333333334;43.63333333333334;3.5;B
640001;0.1666666666666666;43.41666666666666;4.5;A
640001;0.6666666666666667;43.55;4.0;A
640001;0.4500000000000001;43.53333333333333;5.0;A
640001;0.4666666666666667;43.76666666666666;4.0;A
640001;0.3166666666666667;43.46666666666667;4.5;A
640001;0.9833333333333332;43.51666666666667;5.5;B
640001;0.5;43.41666666666666;4.5;A
640001;0.8833333333333334;43.55;3.5;A
640001;0.65;43.33333333333334;3.5;A
640001;0.5333333333333333;43.6;3.5;A
640001;0.6;43.58333333333334;3.5;A
640001;0.9833333333333332;43.41666666666666;3.0;A
640001;0.6166666666666667;43.93333333333334;5.0;A
640001;1.1333333333333335;43.56666666666667;0.0;A
640001;0.9166666666666669;43.48333333333333;5.0;B
640001;0.5;43.49999999999999;4.0;A
640001;0.1666666666666666;43.51666666666667;4.0;B
640001;1.0166666666666666;43.58333333333334;0.0;A
640001;0.3166666666666667;43.48333333333333;4.5;A
640001;0.5833333333333334;43.43333333333333;4.0;A
640001;0.8833333333333334;43.73333333333333;3.5;A
640001;0.3;43.43333333333333;3.5;A
640001;0.75;44.0;5.0;B
640001;0.4;43.51666666666667;4.5;A
640001;0.9833333333333332;43.46666666666667;3.0;A
640001;0.4833333333333333;43.45;0.0;A
640001;0.65;43.45;5.0;A
640001;0.9833333333333332;43.6;3.5;A
640001;0.8500000000000001;43.48333333333333;0.0;A
640001;0.5666666666666668;43.33333333333334;4.0;A
640001;0.3666666666666667;43.38333333333333;0.0;A
640001;0.2166666666666666;43.38333333333333;5.0;A
640001;0.9666666666666668;43.45;0.0;A
640001;0.6666666666666667;43.38333333333333;5.0;A
640001;-0.0333333333333333;43.75000000000001;4.0;A
640001;0.9333333333333336;43.53333333333333;2.5;B
640001;0.6;43.51666666666667;3.5;A
640001;0.5833333333333334;43.61666666666666;2.5;A
640001;0.8;43.46666666666667;2.5;A
640001;0.65;43.61666666666666;3.0;A
640001;0.05;43.6;4.5;A
640001;0.8500000000000001;43.53333333333333;2.0;A
640001;1.0166666666666666;43.51666666666667;3.5;A
640001;0.6166666666666667;43.46666666666667;5.0;B
640001;1.0;43.65;0.0;A
640001;-0.0833333333333333;43.65;4.0;A
640001;0.8166666666666667;43.45;0.0;A
640001;0.35;43.40000000000001;4.5;A
640001;0.8500000000000001;43.56666666666667;4.5;A
640001;0.65;43.35;3.5;A
640001;0.7666666666666667;43.9;3.5;A
640001;0.7666666666666667;43.49999999999999;0.0;A
640001;0.5166666666666667;43.58333333333334;4.0;A
640001;0.95;43.41666666666666;3.0;A
640001;1.0;43.43333333333333;0.0;A
640001;0.3833333333333333;43.51666666666667;3.5;A
640001;0.8;43.51666666666667;3.0;A
640001;0.8500000000000001;43.51666666666667;4.0;A
640001;0.7666666666666667;43.51666666666667;2.0;A
640001;0.6833333333333333;43.38333333333333;5.5;B
640001;0.3333333333333333;43.35;4.5;B
640001;0.9666666666666668;43.45;0.0;A
640001;1.0166666666666666;43.48333333333333;0.0;A
640001;1.1333333333333335;43.63333333333334;2.5;A
640001;0.6;43.49999999999999;3.5;A
640001;1.0333333333333334;43.49999999999999;3.5;A
640001;0.7333333333333334;43.45;3.5;A
640001;0.6666666666666667;43.46666666666667;0.0;A
640001;0.8;43.55;0.0;A
640001;0.7833333333333333;43.43333333333333;3.5;A
640001;0.65;43.53333333333333;2.0;A
640001;0.3833333333333333;43.88333333333333;4.0;A
640001;0.3;43.76666666666666;4.5;A
640001;0.2;43.40000000000001;5.5;A
640001;0.65;43.38333333333333;4.5;A
640001;-0.4833333333333333;44.93333333333334;-1.0;A
640001;-1.1;44.75000000000001;4.0;A
640001;-1.1666666666666667;44.66666666666666;3.5;B
640001;-0.3166666666666667;44.6;3.0;A
640001;-0.2166666666666666;44.43333333333333;3.0;A
640001;-0.55;44.81666666666667;3.0;A
640001;-0.5833333333333334;44.85;3.0;A
640001;-0.6166666666666667;44.88333333333333;3.5;A
640001;-0.5666666666666668;45.18333333333333;4.0;A
640001;-0.2666666666666666;44.3;3.5;A
640001;-0.8;45.03333333333334;3.5;A
640001;-0.6833333333333333;44.75000000000001;3.5;B
640001;-0.65;44.88333333333333;3.0;A
640001;-0.0833333333333333;44.58333333333334;-1.0;A
640001;-0.6166666666666667;44.76666666666666;3.5;B
640001;-0.25;44.55;3.0;A
640001;-0.6;44.73333333333333;4.0;A
640001;-0.2333333333333333;44.91666666666666;-1.0;A
640001;-0.5166666666666667;44.88333333333333;3.0;A
640001;-0.6166666666666667;45.16666666666667;3.0;B
640001;-0.65;44.85;3.0;A
640001;-0.0833333333333333;44.61666666666666;-1.0;A
640001;-0.6333333333333334;44.8;3.5;A
640001;-0.5;45.03333333333334;3.0;A
640001;-0.0333333333333333;44.58333333333334;3.5;A
640001;-0.2666666666666666;44.96666666666666;2.5;A
640001;-0.4500000000000001;45.0;4.0;B
640001;0.2166666666666666;44.83333333333334;0.0;A
640001;-0.4333333333333333;44.91666666666666;3.0;B
640001;-0.7166666666666667;44.9;-1.0;A
640001;0.05;44.63333333333334;3.0;A
640001;-0.5833333333333334;44.81666666666667;3.0;A
640001;-1.15;44.63333333333334;3.0;A
640001;-0.4666666666666667;44.85;3.0;A
640001;-0.5333333333333333;44.76666666666666;3.5;A
640001;3.7;43.40000000000001;2.0;A
640001;-0.2666666666666666;43.7;-1.0;A
640001;-0.8166666666666667;43.8;4.5;A
640001;-0.8;43.68333333333333;4.0;B
640001;-0.4500000000000001;43.66666666666666;4.0;A
640001;-1.0333333333333334;43.65;3.0;A
640001;-0.7166666666666667;43.66666666666666;4.5;A
640001;-1.1666666666666667;44.40000000000001;4.5;A
640001;-1.0666666666666669;43.6;3.5;A
640001;-0.9833333333333332;43.71666666666667;4.5;A
640001;-0.8666666666666667;43.76666666666666;5.0;A
640001;-1.0666666666666669;43.55;5.0;A
640001;-0.75;43.68333333333333;4.0;A
640001;-0.9166666666666669;43.65;4.5;A
640001;-1.05;43.7;4.0;A
640001;-0.65;43.7;4.0;A
640001;-0.3166666666666667;43.73333333333333;3.5;A
640001;-1.0333333333333334;43.61666666666666;4.0;A
640001;0.0166666666666666;43.98333333333334;4.0;B
640001;-0.8666666666666667;43.73333333333333;4.0;A
640001;-0.3833333333333333;43.63333333333334;-1.0;A
640001;-0.8166666666666667;43.68333333333333;5.0;A
640001;-0.9000000000000001;43.73333333333333;4.0;A
640001;-0.9000000000000001;43.76666666666666;4.5;A
640001;-0.8;43.78333333333333;4.5;A
640001;-0.9333333333333336;43.56666666666667;4.0;A
640001;-1.15;43.53333333333333;4.0;A
640001;-0.7;43.73333333333333;4.0;A
640001;-1.0833333333333337;43.65;3.5;B
640001;-0.9333333333333336;43.7;4.0;A
640001;-0.9833333333333332;43.55;3.5;A
640001;-0.9166666666666669;44.21666666666667;3.0;A
640001;-0.55;44.1;4.5;A
640001;-0.7833333333333333;43.71666666666667;4.5;A
640001;-0.65;43.8;4.0;B
640001;-0.7166666666666667;43.7;4.5;A
640001;-0.7833333333333333;43.75000000000001;4.0;A
640001;-1.2499999999999998;43.91666666666666;4.0;A
640001;-0.2;44.25;4.0;A
640001;-0.6833333333333333;43.56666666666667;4.5;A
640001;-0.7;43.86666666666667;-1.0;A
640001;-1.3833333333333333;43.81666666666667;4.5;A
640001;-0.9666666666666668;43.65;4.5;A
640001;-1.2333333333333332;44.2;4.0;B
640001;-0.9666666666666668;43.58333333333334;5.0;A
640001;-0.5;43.88333333333333;4.0;B
640001;-0.8333333333333334;43.71666666666667;4.5;A
640001;-0.8833333333333334;43.58333333333334;3.5;A
640001;-0.75;43.75000000000001;4.5;A
640001;-1.0;43.7;4.0;A
640001;-0.7333333333333334;43.75000000000001;4.0;A
640001;-0.8166666666666667;43.71666666666667;4.5;A
640001;-1.1;43.53333333333333;3.5;A
640001;-1.0833333333333337;43.66666666666666;5.0;A
640001;-0.8333333333333334;43.78333333333333;3.5;A
640001;-1.4500000000000002;43.56666666666667;3.5;A
640001;-1.0666666666666669;44.06666666666666;3.5;A
640001;-1.1666666666666667;43.65;3.0;A
640001;-1.15;43.55;3.5;A
640001;-0.8833333333333334;43.56666666666667;4.0;A
640001;-0.8833333333333334;43.66666666666666;4.0;A
640001;-1.2000000000000002;43.63333333333334;0.0;B
640001;-1.1;43.55;3.5;A
640001;-0.8333333333333334;43.63333333333334;5.0;A
640001;-0.9333333333333336;43.78333333333333;3.0;A
640001;-1.1833333333333336;43.56666666666667;4.0;A
640001;-0.5833333333333334;43.58333333333334;5.5;B
640001;-1.0;43.6;4.5;A
640001;-0.8166666666666667;43.75000000000001;4.0;A
640001;-0.8666666666666667;43.68333333333333;4.0;A
640001;-0.9333333333333336;43.75000000000001;4.5;A
640001;-0.7333333333333334;44.15000000000001;-1.0;A
640001;-0.7;43.71666666666667;3.5;A
640001;-1.0166666666666666;43.53333333333333;3.0;A
640001;-1.1833333333333336;43.58333333333334;0.0;A
640001;-0.8333333333333334;43.76666666666666;4.0;A
640001;-1.2333333333333332;43.68333333333333;4.0;A
640001;-0.2333333333333333;43.98333333333334;4.5;B
640001;-1.1333333333333335;43.61666666666666;3.0;A
640001;-1.0333333333333334;43.66666666666666;4.0;A
640001;-1.05;43.73333333333333;3.5;A
640001;-0.3166666666666667;44.01666666666666;4.5;B
640001;-1.1833333333333336;43.65;4.0;A
640001;-1.0;43.66666666666666;4.0;A
640001;-1.3666666666666667;43.68333333333333;3.5;B
640001;-1.0666666666666669;43.68333333333333;4.0;B
640001;-1.05;43.53333333333333;4.5;A
640001;-0.9333333333333336;43.68333333333333;4.0;A
640001;-1.3333333333333333;43.75000000000001;4.0;A
640001;-0.8;43.83333333333334;4.5;A
640001;-1.1;43.66666666666666;4.0;A
640001;-0.8333333333333334;43.58333333333334;4.0;A
640001;-0.6833333333333333;43.75000000000001;3.0;A
640001;-0.8500000000000001;43.78333333333333;4.5;A
640001;-1.4;43.78333333333333;5.0;A
640001;-0.3;43.9;-1.0;A
640001;1.35;44.48333333333333;-1.0;A
640001;1.35;44.26666666666666;0.0;A
640001;1.2166666666666666;44.65;3.5;A
640001;2.033333333333333;44.61666666666666;3.5;A
640001;1.3833333333333333;44.73333333333333;4.0;A
640001;1.7333333333333334;44.78333333333333;0.0;A
640001;1.5666666666666669;44.65;0.0;B
640001;1.5500000000000005;44.33333333333334;0.0;A
640001;1.2999999999999998;44.33333333333334;3.0;A
640001;1.2666666666666666;44.33333333333334;-1.0;A
640001;2.083333333333333;44.8;0.0;A
640001;1.5833333333333337;44.56666666666667;0.0;A
640001;1.7666666666666666;44.40000000000001;0.0;A
640001;1.2833333333333332;44.48333333333333;0.0;A
640001;1.6;44.93333333333334;0.0;A
640001;1.2000000000000002;44.33333333333334;4.0;A
640001;1.4666666666666668;44.8;0.0;A
640001;1.9;44.86666666666667;0.0;A
640001;1.4333333333333331;44.65;0.0;A
640001;1.2666666666666666;44.68333333333333;0.0;A
640001;1.4833333333333334;44.9;3.0;A
640001;2.033333333333333;44.86666666666667;0.0;A
640001;1.5500000000000005;44.48333333333333;4.0;A
640001;0.6166666666666667;44.2;3.0;A
640001;0.3333333333333333;44.3;3.0;A
640001;0.35;44.3;4.0;A
640001;0.3333333333333333;44.28333333333334;4.0;A
640001;0.65;44.06666666666666;3.5;A
640001;0.8833333333333334;44.28333333333334;0.0;A
640001;0.6666666666666667;44.18333333333333;3.5;A
640001;0.1;44.40000000000001;4.0;A
640001;0.55;44.66666666666666;4.0;A
640001;0.6166666666666667;44.53333333333333;3.0;A
640001;0.0833333333333333;44.31666666666666;4.0;A
640001;0.5;44.40000000000001;3.5;A
640001;0.5833333333333334;44.65;4.0;A
640001;0.3833333333333333;44.36666666666667;4.0;A
640001;0.0333333333333333;44.45;3.0;A
640001;0.5666666666666668;44.23333333333333;3.0;A
640001;0.2833333333333334;44.28333333333334;0.0;A
640001;0.1833333333333332;44.68333333333333;0.0;A
640001;0.2833333333333334;44.43333333333333;4.5;A
640001;0.4333333333333333;44.06666666666666;4.0;A
640001;0.9666666666666668;44.49999999999999;3.5;A
640001;0.0333333333333333;44.2;3.5;A
640001;0.5333333333333333;44.65;-1.0;A
640001;0.5333333333333333;44.11666666666667;4.0;A
640001;0.7666666666666667;44.28333333333334;0.0;A
640001;0.3;44.18333333333333;4.0;A
640001;0.2166666666666666;44.46666666666667;3.0;A
640001;0.1666666666666666;44.49999999999999;4.5;A
640001;0.2666666666666666;44.05;4.0;A
640001;0.3666666666666667;44.6;4.0;A
640001;0.5333333333333333;44.45;0.0;A
640001;0.7666666666666667;44.53333333333333;0.0;A
640001;0.3333333333333333;44.13333333333333;4.0;A
640001;0.8166666666666667;44.38333333333333;3.0;A
640001;0.4;44.25;3.5;A
640001;0.5166666666666667;44.28333333333334;3.0;A
640001;0.8;44.18333333333333;0.0;A
640001;0.1;44.53333333333333;0.0;A
640001;0.75;44.21666666666667;-1.0;A
640001;0.5833333333333334;44.40000000000001;3.0;A
640001;0.3;44.55;0.0;A
640001;0.3166666666666667;44.38333333333333;3.0;A
640001;0.3333333333333333;44.35;3.5;A
640001;1.0;44.40000000000001;3.5;A
640001;0.7;44.40000000000001;3.0;A
640001;2.9000000000000004;45.56666666666667;-1.0;A
640001;3.083333333333333;45.78333333333333;2.0;A
640001;2.9166666666666665;45.56666666666667;0.0;A
640001;3.1;45.73333333333333;2.0;A
640001;-0.0833333333333333;43.28333333333334;4.0;A
640001;-0.6166666666666667;43.40000000000001;4.5;A
640001;-0.9833333333333332;43.41666666666666;5.0;A
640001;-0.5666666666666668;43.36666666666667;4.5;A
640001;-0.6;42.96666666666666;6.0;B
640001;-0.6166666666666667;43.16666666666667;6.5;A
640001;-1.5666666666666669;43.40000000000001;0.0;A
640001;-1.2000000000000002;43.15000000000001;4.5;A
640001;-0.9333333333333336;43.26666666666666;4.0;A
640001;-1.15;43.2;2.5;A
640001;-1.5;43.3;-1.0;A
640001;-0.9166666666666669;43.1;4.5;A
640001;-1.4333333333333331;43.1;4.0;A
640001;-0.8833333333333334;43.11666666666667;5.0;A
640001;-0.7;43.15000000000001;6.5;B
640001;-0.2333333333333333;43.3;6.0;A
640001;-0.9000000000000001;43.38333333333333;4.5;A
640001;-0.25;43.23333333333333;5.5;A
640001;-1.5166666666666668;43.48333333333333;2.5;A
640001;-0.8166666666666667;43.3;4.5;A
640001;-1.2833333333333332;43.16666666666667;3.5;A
640001;-0.2833333333333334;43.40000000000001;5.0;A
640001;-0.1333333333333333;43.40000000000001;3.5;A
640001;-0.7333333333333334;43.11666666666667;6.0;A
640001;-0.8166666666666667;43.36666666666667;4.0;A
640001;-1.0;43.35;4.0;A
640001;-1.5500000000000005;43.43333333333333;0.0;A
640001;-0.5;43.33333333333334;6.0;A
640001;-1.5166666666666668;43.43333333333333;0.0;A
640001;-0.6833333333333333;43.26666666666666;6.0;A
640001;-0.7166666666666667;43.1;5.5;A
640001;-0.3166666666666667;43.28333333333334;3.5;A
640001;-0.35;43.45;4.5;A
640001;-1.0333333333333334;43.26666666666666;0.0;A
640001;-1.1666666666666667;43.3;0.0;A
640001;-1.2833333333333332;43.11666666666667;3.5;A
640001;-0.5333333333333333;43.45;4.5;A
640001;-0.8500000000000001;43.3;4.5;A
640001;-1.1166666666666667;43.40000000000001;2.5;A
640001;-0.1333333333333333;43.49999999999999;0.0;C
640001;-0.1666666666666666;43.31666666666666;5.0;A
640001;-0.2833333333333334;43.2;6.0;A
640001;-0.1166666666666666;43.55;4.5;A
640001;-0.6166666666666667;43.46666666666667;4.5;A
640001;-0.25;43.08333333333333;7.0;A
640001;-0.25;43.28333333333334;5.0;A
640001;-0.4666666666666667;43.31666666666666;5.5;B
640001;-0.5666666666666668;43.40000000000001;5.0;A
640001;-0.4333333333333333;43.1;7.0;A
640001;-0.4166666666666667;43.53333333333333;4.0;A
640001;-0.6166666666666667;43.11666666666667;6.0;A
640001;-1.2499999999999998;43.16666666666667;4.5;A
640001;-0.3;43.25;6.5;A
640001;-0.25;43.13333333333333;7.0;B
640001;-0.4166666666666667;43.03333333333334;7.0;A
640001;-0.4166666666666667;43.01666666666666;6.5;A
640001;-0.4166666666666667;43.05;7.0;A
640001;-0.9666666666666668;43.41666666666666;0.0;A
640001;-0.4833333333333333;43.28333333333334;5.0;A
640001;-0.4166666666666667;43.45;5.0;A
640001;-0.1333333333333333;43.58333333333334;4.5;A
640001;-0.7833333333333333;43.36666666666667;4.0;A
640001;-0.6;43.43333333333333;4.0;A
640001;-0.3833333333333333;43.48333333333333;5.0;A
640001;-0.3;43.45;4.5;A
640001;-0.1333333333333333;43.53333333333333;5.0;A
640001;-0.4833333333333333;43.35;4.5;A
640001;-0.9333333333333336;43.15000000000001;5.5;A
640001;-0.1;43.56666666666667;4.5;A
640001;-0.55;43.0;6.5;A
640001;-0.8333333333333334;43.51666666666667;3.5;A
